Date,convexity,pnl
2012-10-31,0.0225343437885,23570.0
2012-11-01,0.0325764503871,23570.0
2012-11-02,0.0337363821417,23830.0
2012-11-05,0.0236734528903,23850.0
2012-11-06,0.0270281577456,23740.0
2012-11-07,0.0255439550834,23890.0
2012-11-08,0.0176099004876,23870.0
2012-11-09,,23870.0
2012-11-12,,23870.0
2012-11-13,,23870.0
2012-11-14,,23870.0
2012-11-15,0.0629974404725,23870.0
2012-11-16,0.0723764177699,23710.0
2012-11-19,0.0838147069362,23490.0
2012-11-20,0.0894639077449,23900.0
2012-11-21,0.0876665899341,23920.0
2012-11-23,0.09547499874,24000.0
2012-11-26,0.112728317895,23910.0
2012-11-27,0.114263778382,23930.0
2012-11-28,0.108937161291,23980.0
2012-11-29,0.106848253169,23790.0
2012-11-30,0.106848253169,23790.0
2012-12-03,0.113512896643,23790.0
2012-12-04,0.095766743646,23850.0
2012-12-05,0.0874800235617,24020.0
2012-12-06,0.080523166087,24030.0
2012-12-07,0.0734825476441,24020.0
2012-12-10,0.0704411914178,24010.0
2012-12-11,0.0772305005406,23960.0
2012-12-12,,23960.0
2012-12-13,,23960.0
2012-12-14,,23960.0
2012-12-17,,23960.0
